artista,cancion,duracion_ms,explicito,anio,popularidad,bailable,energia,clave,volumen,modo,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),fecha_lanzamiento,Followers,dia_semana,TOP50_2019-2020,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure
Bridgit Mendler,Ready or Not,200946,0,2012,72,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,0,0,0,0,0,0,0,0,0,1,0,0,1996-02-13,1328535,Tuesday,no,2.069337265,8.069,51784,18.13,3.85,83.44
The Saturdays,What About Us,220682,0,2013,61,0.704,0.68,7,-4.751,1,0.0581,0.0059,0.0,0.213,0.689,123.973,0,0,0,0,0,0,0,0,0,1,0,0,2017-10-13,749468,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Bastille,Pompeii,214147,0,2013,74,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,0,0,0,0,0,0,0,0,0,1,0,0,2013-01-01,5553772,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
One Direction,Best Song Ever,200106,0,2013,76,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,0,0,0,0,0,0,0,0,0,1,0,0,2013-11-25,36302530,Monday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Nelly,Hey Porsche,209466,1,2013,57,0.726,0.795,9,-4.653,1,0.029,0.136,0.0,0.698,0.952,115.995,0,0,0,0,0,0,1,0,0,0,0,0,2013-09-30,2988330,Monday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Zedd,Clarity,271426,0,2012,0,0.523,0.78,8,-3.464,1,0.0753,0.0366,0.0,0.0751,0.193,128.006,0,0,0,0,0,0,1,0,0,0,0,0,2012-01-01,5952256,Sunday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Miley Cyrus,Wrecking Ball,221360,0,2013,77,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,0,0,0,0,0,0,0,0,0,1,0,0,2013-10-04,24655212,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Chris Brown,Fine China,213666,0,2013,0,0.659,0.735,10,-4.758,0,0.056,0.0466,0.0,0.111,0.609,104.038,0,0,0,0,0,0,1,0,0,0,0,0,2014-09-16,23191433,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,0,2013,69,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,0,0,0,0,0,0,1,0,0,0,0,0,2013-05-20,10120051,Monday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Armin van Buuren,This Is What It Feels Like,204360,0,2013,66,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,0,0,0,0,0,0,0,0,0,1,0,0,2013-05-03,4396937,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Justin Timberlake,Mirrors,484146,0,2013,78,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,0,0,0,0,0,0,0,0,0,1,0,0,2013-03-15,14458266,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Bruno Mars,Treasure,178560,1,2012,78,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,0,0,0,0,0,0,0,0,0,1,0,0,2012-12-07,58724169,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Of Monsters and Men,Little Talks,266600,0,2012,79,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,0,0,0,0,0,0,0,0,0,1,0,0,2012-01-01,3515042,Sunday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Miley Cyrus,We Can't Stop,231240,0,2013,78,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,0,0,0,0,0,0,0,0,0,1,0,0,2013-10-04,24655212,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
J. Cole,Power Trip (feat. Miguel),241160,1,2013,0,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,0,0,0,0,0,0,1,0,0,0,0,0,2013-06-18,24404767,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Paramore,Still into You,216013,0,2013,79,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,0,0,0,0,0,0,0,0,0,1,0,0,2013-04-05,8742994,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Christina Perri,human,250706,0,2013,59,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,0,0,0,0,0,0,0,0,0,1,0,0,1982-11-30,3856094,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Drake,"Hold On, We're Going Home",227880,0,2013,72,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,0,0,0,0,0,0,1,0,0,0,0,0,2013-01-01,91634236,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
James Blunt,Bonfire Heart,238000,0,2013,0,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,0,0,0,0,0,0,0,0,0,1,0,0,2013-10-18,3011202,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Maroon 5,Daylight,225066,0,2012,66,0.656,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001,0,0,0,0,0,0,0,0,0,1,0,0,2023-04-14,42516029,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Childish Gambino,3005,235662,1,2013,0,0.681,0.463,6,-6.542,0,0.289,0.128,0.0,0.0769,0.661,82.92,0,0,0,0,0,0,1,0,0,0,0,0,2013-12-10,13268487,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Avril Lavigne,Here's to Never Growing Up,214080,1,2013,0,0.483,0.871,0,-3.084,1,0.101,0.015,0.0,0.415,0.716,164.986,0,0,0,0,0,0,0,0,0,1,0,0,2013-11-01,11238387,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Taylor Swift,22,232120,0,2012,68,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,0,0,0,0,0,0,0,0,0,1,0,0,2021-11-12,120903886,Friday,sí,2.069337265,8.069,51784,18.13,3.85,83.44
Passenger,Let Her Go,252866,0,2012,73,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,0,0,0,0,0,0,0,0,0,1,0,0,2012-08-28,3342243,Tuesday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Ariana Grande,The Way,227026,0,2013,65,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,0,0,0,0,0,0,0,0,0,1,0,0,2017-08-25,99549434,Friday,sí,1.464832656,7.375,53410,18.64,1.41,82.46
Rihanna,Stay,240706,0,2012,76,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,0,0,0,0,0,0,1,0,0,0,0,0,2021-07-09,62453726,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,1,2013,67,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,0,0,0,0,0,0,0,0,0,1,0,0,2013-03-15,14458266,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Bruno Mars,When I Was Your Man,213826,0,2012,83,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,0,0,0,0,0,0,0,0,0,1,0,0,2012-12-07,58724169,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Florida Georgia Line,Cruise,208960,0,2012,57,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,0,0,0,0,1,0,0,0,0,0,0,0,2012-01-01,5448285,Sunday,no,2.069337265,8.069,51784,18.13,3.85,83.44
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,0,2014,79,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,0,0,0,0,0,0,1,0,0,0,0,0,2014-03-03,4755712,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Katy Perry,Dark Horse,215672,0,2013,74,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,0,0,0,0,0,0,0,0,0,1,0,0,2013-10-18,34270202,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
ScHoolboy Q,Collard Greens,299960,1,2014,0,0.826,0.571,11,-4.871,1,0.064,0.0239,7.38e-06,0.207,0.666,153.972,0,0,0,0,0,0,1,0,0,0,0,0,2014-01-01,4776963,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Iggy Azalea,Fancy,199938,1,2014,69,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,0,0,0,0,0,0,1,0,0,0,0,0,2022-01-21,6589340,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Maroon 5,Animals,231013,0,2014,79,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,0,0,0,0,0,0,0,0,0,1,0,0,2014-09-02,42516029,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Sam Smith,Stay With Me,172723,0,2014,80,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,0,0,0,0,0,0,0,0,0,1,0,0,2014-04-14,24151772,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
MAGIC!,Rude,224840,0,2014,80,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,0,0,0,0,0,0,0,0,0,0,0,1,2014-06-25,1324089,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Sia,Chandelier,216120,0,2014,78,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,0,0,0,0,0,0,0,0,0,1,0,0,2015-05-04,28518731,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
John Legend,All of Me,269560,0,2013,84,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,0,0,0,0,0,0,0,0,0,1,0,0,2013-08-30,6929662,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
ZHU,Faded,223386,0,2014,49,0.861,0.475,9,-7.195,0,0.0487,0.00865,0.119,0.122,0.599,124.96,1,0,0,0,0,0,0,0,0,0,0,0,2015-12-04,921633,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Meghan Trainor,All About That Bass,187920,1,2015,72,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,0,0,0,0,0,0,0,0,0,1,0,0,2015-01-09,15334529,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,0,2014,50,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,0,0,0,0,0,0,1,0,0,0,0,0,2014-11-10,26131627,Monday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Iggy Azalea,Black Widow,209423,1,2014,67,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,0,0,0,0,0,0,1,0,0,0,0,0,2014-01-01,6589340,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Tove Lo,Habits (Stay High),209160,0,2014,74,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,0,0,0,0,0,0,0,0,0,1,0,0,2014-01-01,3616529,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,0,2014,67,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,0,0,0,0,0,0,0,0,0,1,0,0,2014-06-03,1036312,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
DJ Snake,You Know You Like It,247266,0,2014,69,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,0,0,0,0,0,0,1,0,0,0,0,0,2014-10-14,8822563,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Maroon 5,Maps,189840,0,2014,0,0.737,0.723,1,-5.51,0,0.0295,0.0179,0.0,0.0675,0.893,120.003,0,0,0,0,0,0,0,0,0,1,0,0,2014-09-02,42516029,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,0,2014,45,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,0,0,0,0,0,0,1,0,0,0,0,0,2014-11-10,26131627,Monday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Tinashe,2 On (feat. ScHoolboy Q),227000,1,2014,71,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,0,0,0,0,0,0,1,0,0,0,0,0,2014-10-01,2814474,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Route 94,My Love (feat. Jess Glynne),259934,0,2014,72,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,0,0,0,0,0,0,0,0,0,1,0,0,2014-07-24,165788,Thursday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Taylor Swift,Bad Blood,211933,0,2014,54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,0,0,0,0,0,0,0,0,0,1,0,0,2014-10-27,120903886,Monday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Trey Songz,Na Na,231906,0,2015,62,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975,0,0,0,0,0,0,1,0,0,0,0,0,2014-07-01,7440056,Tuesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Calvin Harris,Under Control (feat. Hurts),184280,0,2014,72,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,0,0,0,0,0,0,1,0,0,0,0,0,2014-10-31,22833621,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
O.T. Genasis,CoCo,239573,1,2014,61,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,0,0,0,0,0,0,1,0,0,0,0,0,2014-11-10,1054553,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,0,2013,66,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,0,0,0,0,0,0,1,0,0,0,0,0,2013-09-10,12166576,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,0,2014,66,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,0,0,0,0,0,0,0,0,0,1,0,0,2014-05-16,248834,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Jeremih,Don't Tell 'Em,266840,1,2015,74,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,0,0,0,0,0,0,1,0,0,0,0,0,2015-12-04,6655961,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Nicki Minaj,Anaconda,260240,1,2014,66,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,0,0,0,0,0,0,1,0,0,0,0,0,2014-12-15,32227243,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Calvin Harris,Blame (feat. John Newman),212960,0,2014,75,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,0,0,0,0,0,0,1,0,0,0,0,0,2014-10-31,22833621,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
DJ Snake,Turn Down for What,213733,0,2013,70,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,0,0,0,0,0,0,1,0,0,0,0,0,2013-12-18,8822563,Wednesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Pitbull,Timber (feat. Ke$ha),204160,0,2012,80,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,0,0,0,0,0,0,1,0,0,0,0,0,2021-05-07,10731957,Friday,no,2.069337265,8.069,51784,18.13,3.85,83.44
OneRepublic,Counting Stars,257386,0,2014,62,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,0,0,0,0,0,0,0,0,0,1,0,0,2014-01-01,17415359,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Bobby Shmurda,Hot N*gga,194561,1,2014,73,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,0,0,0,0,0,0,1,0,0,0,0,0,2014-07-25,1549561,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Calvin Harris,Summer,224506,0,2014,21,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,0,0,0,0,0,0,1,0,0,0,0,0,2012-11-12,22833621,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
ScHoolboy Q,Man Of The Year,216013,1,2014,0,0.743,0.861,3,-5.234,1,0.0428,0.00518,0.0,0.181,0.391,111.959,0,0,0,0,0,0,1,0,0,0,0,0,2020-07-10,4776963,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Nico & Vinz,Am I Wrong,245866,0,2014,76,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,0,0,0,0,0,0,1,0,0,0,0,0,2014-06-23,529999,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Becky G,Shower,206166,0,2014,78,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,0,0,0,0,0,0,0,0,0,1,0,0,2014-04-23,14969267,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Sigma,Nobody To Love - Radio Edit,189720,0,2014,62,0.441,0.921,8,-3.32,1,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,0,0,0,0,0,0,0,0,0,1,0,0,2023-02-21,329564,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
The Chainsmokers,#SELFIE - Original Mix,183750,0,2014,0,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,0,0,0,0,0,0,0,0,0,1,0,0,2014-06-28,20441381,Saturday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Lorde,Team,193058,0,2013,76,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,0,0,0,0,0,0,0,0,0,1,0,0,2013-09-27,10036581,Friday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Rixton,Me And My Broken Heart,193733,0,2014,77,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,0,0,0,0,0,0,0,0,0,1,0,0,2014-01-01,746812,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Klingande,Jubel - Radio Edit,201626,0,2013,50,0.686,0.524,0,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,0,0,0,0,0,0,0,0,0,1,0,0,2023-08-26,502164,Saturday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,0,2014,2,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,0,0,0,0,0,0,1,0,0,0,0,0,2014-02-07,337484,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Paloma Faith,Only Love Can Hurt Like This,232893,0,2014,80,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,0,0,0,0,0,0,0,0,0,1,0,0,2014-03-10,1265498,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Kiesza,Hideaway,251986,0,2014,64,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-07,299443,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Ariana Grande,Break Free,214840,0,2014,0,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,0,0,0,0,0,0,0,0,0,1,0,0,2014-08-22,99549434,Friday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Kid Ink,Show Me (feat. Chris Brown),217800,1,2014,68,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098,0,0,0,0,0,0,1,0,0,0,0,0,2014-01-06,2972235,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Tove Lo,Talking Body,238426,1,2014,66,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,0,0,0,0,0,0,0,0,0,1,0,0,2014-09-24,3616529,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,1,2014,72,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,0,0,0,0,0,0,1,0,0,0,0,0,2014-09-16,23191433,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
OneRepublic,Love Runs Out,224226,0,2014,59,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,0,0,0,0,0,0,0,0,0,1,0,0,2014-01-01,17415359,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Olly Murs,Up (feat. Demi Lovato),224293,0,2014,0,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,0,0,0,0,0,0,0,0,0,1,0,0,2014-11-24,3201550,Monday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Peking Duk,High (feat. Nicole Millar),228000,0,2014,48,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,1,0,0,0,0,0,0,0,0,0,0,0,2014-10-14,246469,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Milky Chance,Stolen Dance,313684,0,2014,73,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,0,0,0,0,0,0,0,0,0,0,0,1,2014-10-14,1964208,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Ed Sheeran,Don't,219840,0,2014,72,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,0,0,0,0,0,0,0,0,0,1,0,0,2001-10-16,115837890,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Ariana Grande,Love Me Harder,236133,0,2014,74,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,0,0,0,0,0,0,0,0,0,1,0,0,2014-08-22,99549434,Friday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Enrique Iglesias,Bailando - Spanish Version,243386,0,2014,66,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,0,0,0,0,0,0,0,0,0,1,0,0,2014-01-01,11075132,Wednesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Avicii,Hey Brother,255093,0,2013,2,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,0,0,0,0,0,0,0,0,0,1,0,0,2013-01-01,23008755,Tuesday,no,1.464832656,7.375,53410,18.64,1.41,82.46
Jessie J,Bang Bang,199386,0,2014,77,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,0,0,0,0,0,0,1,0,0,0,0,0,2014-07-29,11714416,Tuesday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Duke Dumont,I Got U,285596,0,2014,67,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,0,0,0,0,0,0,0,0,0,1,0,0,2009-01-01,735094,Thursday,no,1.622222977,6.168,55304,19.64,3.35,81.99
Gorgon City,Ready For Your Love,198880,0,2014,61,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,0,0,0,0,0,0,0,0,0,1,0,0,2024-07-05,487232,Friday,no,1.622222977,6.168,55304,19.64,3.35,81.99
